MAL_ID,English name,Rating,Ranked,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Episodes
272,Noir,10,2278,94112,823,4002,40796,5187,5465,38662,26
273,Someday's Dreamers,7,4700,22151,38,945,7762,953,1008,11483,12
274,Kiddy Grade,8,2683,40312,279,1525,22208,1945,2430,12204,24
275,Love♥Love?,8,8506,19439,15,705,11763,552,889,5530,9
276,Mahoromatic:Automatic Maiden,6,2860,53422,198,2031,30964,1853,1793,16781,12
277,Mahoromatic ~Something More Beautiful~,7,2918,28695,44,881,20303,767,675,6069,14
278,Unknown,8,4674,9492,33,390,5169,637,1142,2154,51
279,Requiem from the Darkness,8,2999,30547,114,1576,9714,1284,1134,16839,13
280,Animal Lane,1,4306,2213,9,155,547,279,362,870,51
281,Unknown,3,9040,17094,13,337,11834,352,652,3919,3
282,Unknown,5,2317,14584,72,976,5102,1084,1173,6249,50
283,Anne of Green Gables,7,1012,22024,506,1154,8181,1042,778,10869,50
284,Unknown,9,3517,11646,58,405,5825,486,485,4445,12
285,Unknown,2,4422,21754,71,1002,7082,1088,1252,11330,25
286,Unknown,4,3446,9512,49,394,5719,411,525,2463,25
287,Unknown,6,1779,74715,508,4003,50535,2006,2469,15702,24
288,Beyblade,8,4754,87412,358,1794,74476,1796,4413,4933,51
289,Comic Party,10,5438,16900,31,516,9238,783,1017,5346,13
290,Crest of the Stars,8,1046,42853,423,1637,20068,1117,948,19083,13
291,D.C.S.S. ~Da Capo Second Season~,7,3606,30295,37,879,19784,848,902,7882,26
292,Hoop Days,8,4240,18906,48,970,11116,935,1442,4443,26
293,Unknown,7,4758,17527,108,541,10719,624,1124,4519,16
294,Unknown,7,8440,10680,7,466,4668,457,857,4232,13
295,Misaki Chronicle:Divergence Eve,8,6880,6386,10,271,3124,260,309,2422,13
296,Dragon Drive,9,4761,20176,52,1272,10560,1591,1858,4895,38
297,Grenadier:The Beautiful Warrior,7,4815,49526,69,1793,30372,1695,2365,13301,12
298,.hack//Legend Of The Twilight,8,5343,60523,166,1290,43372,1824,2360,11677,12
299,.hack//Liminality,1,5332,30405,42,642,21632,1063,828,6240,4
300,3x3 Eyes,3,4559,22835,103,675,13962,613,742,6843,4
301,Unknown,5,6755,5726,6,202,2893,269,397,1965,13
302,Future Boy Conan,7,428,35832,450,1576,15262,1183,754,17057,26
303,Oh! My Goddess:The Adventures of Mini-Goddess,9,3934,20009,37,544,12880,845,1176,4564,48
304,Ah! My Goddess:The Movie,2,1355,37975,108,526,30233,355,253,6608,1
305,Unknown,4,9929,3665,11,126,1752,85,137,1565,4
306,Magical☆Shopping Arcade Abenobashi,6,2514,72414,326,2950,36280,3238,3222,26724,13
307,Adventures On Rainbow Pond,8,8189,965,2,32,534,49,139,211,39
308,Unknown,10,3869,16887,59,772,3875,823,877,10540,26
309,Akahori's Heretical Hour Love Game,9,7523,4838,7,239,1613,218,344,2424,13
310,Three Little Ghosts,7,8281,1582,2,43,835,51,158,495,50
311,Unknown,7,3550,9056,57,461,2744,446,413,4992,26
312,Unknown,9,5756,1503,3,84,536,56,92,735,12
313,Aim for the Ace! (1979),8,4296,2981,7,67,1674,53,93,1094,1
314,Unknown,8,4155,2001,18,100,809,90,95,907,13
315,A Chinese Ghost Story,7,5919,2669,8,73,1314,50,86,1146,1
316,"F3:Frantic, Frustrated & Female",6,654,4520,21,269,2475,169,175,1432,3
317,Unknown,8,890,191069,1202,1283,178810,456,460,10060,1
318,Unknown,7,4768,25549,33,871,16773,700,1001,6204,10
319,Unknown,8,8150,5528,6,127,3648,124,158,1471,3
320,Kite,8,145,48597,214,1219,33238,568,617,12955,2
321,Najica Blitz Tactics,8,8229,12788,10,487,7280,454,910,3657,12
322,Paradise Kiss,7,769,150951,2842,5461,90827,4289,4516,45858,12
323,Paranoia Agent,8,1085,288459,4214,14579,136786,11188,7967,117939,13
324,Patlabor:The Mobile Police - The TV Series,7,1063,28592,361,1988,9119,1642,1000,14843,47
325,Peach Girl:Super Pop Love Hurricane,8,3650,79223,815,2808,52978,2517,5523,15397,25
326,Pet Shop of Horrors,7,2492,51510,339,1158,33334,817,833,15368,4
327,Petite Princess Yucie,6,1819,12118,83,490,6683,481,552,3912,26
328,Piano:The Melody of a Young Girl's Heart,8,8155,7678,8,274,3396,332,646,3030,10
329,Planetes,8,219,195630,3540,11078,70506,8862,5944,99240,26
330,Midori Days,8,2430,136704,603,3958,97410,3158,4179,27999,13
331,Magical Circle Guru Guru,8,1256,8821,66,542,3374,588,552,3765,45
332,Magical Circle Guru Guru 2,7,2814,3287,9,158,1563,162,194,1210,38
333,Mama is Just a Fourth Grade Pupil,8,2749,4232,24,212,2071,235,205,1509,51
334,Marmalade Boy,8,1621,42135,578,2957,20651,2972,3067,12488,76
335,Mythical Detective Loki Ragnarok,7,2400,33954,208,1538,18599,1841,1978,9998,26
336,Unknown,8,6117,11611,34,505,4246,617,936,5307,13
337,Psychic Academy,7,7178,9977,8,363,5925,296,509,2884,24
338,The Rose of Versailles,8,206,68422,2375,4264,25057,3813,2311,32977,40
339,Serial Experiments Lain,8,509,480696,16764,30943,218721,23045,15267,192720,13
340,Time of Shura,7,1324,20829,131,1120,11039,748,808,7114,26
341,Spiral:Bond of Reasoning,7,2555,46893,324,1941,25819,2518,2412,14203,25
342,Unknown,7,3653,13490,39,586,5725,562,668,5949,13
343,Tsukuyomi:Moon Phase,7,3657,65203,300,3823,31849,4300,4895,20336,25
344,Twin Spica,7,2034,8664,63,295,4077,425,395,3472,20
345,Emma:A Victorian Romance,7,1097,43246,270,1878,17473,1602,1394,20899,12
346,Double Wish,8,7381,13650,16,528,6726,459,643,5294,13
347,Wild Arms,8,5112,6728,15,290,3355,344,458,2281,22
348,Bottle Fairy,8,6151,16433,48,591,8775,840,1448,4779,13
349,Magical Kanan,8,7413,4439,5,218,1668,153,235,2165,13
350,Magical DoReMi,8,2738,39689,491,2031,24758,2011,2175,8714,51
351,Unknown,7,2141,15723,78,607,11846,472,424,2374,49
352,More! Useless Witch Doremi,7,2166,15987,105,516,11423,560,652,2836,50
353,Useless Witch Doremi Kaboom!,7,1294,12205,181,443,8257,347,328,2830,51
354,Ultimate Girls,9,9317,8125,4,387,3865,309,663,2901,12
355,Shakugan no Shana:Season I,6,1542,462389,5502,20116,288718,18461,20836,114258,24
356,Fate/stay night,6,2152,730980,7011,29998,510563,19938,23686,146795,24
357,Bludgeoning Angel Dokuro-chan,7,5415,168553,738,3874,125119,2837,5649,31074,4
358,Unknown,9,3675,23176,71,742,12756,609,602,8467,6
359,I'll/CKBC,9,6894,4654,5,128,2536,89,118,1783,2
360,Legend of Himiko,8,7165,5119,4,223,2224,245,308,2119,12
361,Unknown,8,8448,5715,4,162,2622,165,225,2541,3
362,Unknown,8,6891,3465,1,94,1952,91,71,1257,3
363,Unknown,8,6963,2967,0,88,1532,87,73,1187,4
364,Unknown,8,1675,11555,54,653,3237,705,651,6309,37
365,Unknown,7,5693,17322,54,213,13736,110,170,3093,1
366,Agent AIKa,7,8407,27134,54,1014,15937,792,1397,7994,7
367,Unknown,7,3445,2245,5,50,1333,66,86,710,3
368,Unknown,8,987,54714,647,2709,39249,1547,2625,8584,6
369,Boogiepop Phantom,7,2899,94052,770,4951,29544,4319,4319,50919,12
370,Burn Up Excess,8,5634,9241,17,339,5216,351,389,2946,13
371,Cardcaptor Sakura The Movie,7,1175,83246,1378,652,72799,450,260,9085,1
372,Card Captor Sakura Movie 2:The Sealed Card,7,291,96284,1663,1070,82231,536,385,12062,1
373,All Purpose Cultural Cat Girl Nuku Nuku,7,4878,9338,25,275,5120,369,385,3189,6
374,All Purpose Cultural Cat Girl Nuku Nuku Dash!,8,6540,4738,6,172,2576,197,260,1533,12
375,All Purpose Cultural Cat Girl Nuku Nuku TV,9,5739,6116,7,241,3006,328,358,2183,12
376,Elfen Lied:In the Passing Rain,8,2819,166365,309,1468,142339,886,614,21058,1
377,Unknown,8,4758,8710,33,293,5151,189,325,2752,6
378,Unknown,9,5200,4198,3,77,2976,61,59,1025,1
379,Excel Saga,8,1579,93418,947,4732,47372,6872,7352,27090,26
380,Mysterious Play OVA,8,2945,19938,94,303,15715,276,195,3449,3
381,Mysterious Play OVA 2,8,2494,17853,77,311,13694,297,201,3350,6
382,Step Up Love Story,7,6568,29617,41,1000,20234,654,853,6876,4
383,Unknown,8,3525,23998,182,914,12598,1320,1562,7604,24
384,Gantz,8,3461,285300,2353,9722,181377,7381,14073,72747,13
385,Gilgamesh,8,5142,33930,173,1543,10972,1831,2730,16854,26
386,Unknown,8,2499,7721,24,465,3394,424,362,3076,41
387,Haibane Renmei,9,548,210376,5890,8977,94017,8068,5394,93920,13
388,Unknown,8,765,20204,240,1064,11499,854,999,5788,52
389,Karas,8,1826,57413,325,2041,31891,2286,1939,19256,6
390,Suzuka,8,2698,99851,688,3918,60350,3318,4318,27947,26
391,Tales of Phantasia,8,4371,20649,48,514,12771,546,371,6447,4
392,Yu Yu Hakusho:Ghost Files,7,127,475397,17768,48404,255542,38905,18135,114411,112
393,Escaflowne:A Girl in Gaea,9,3284,57663,188,1017,38313,625,525,17183,1
394,Ai Yori Aoshi:Enishi,7,2938,51522,88,1157,39986,1082,1115,8182,12
395,Gantz:Second Stage,7,3291,135793,464,2096,108501,1459,1769,21968,13
396,Banner of the Stars,7,987,28349,261,1027,16557,769,592,9404,13
397,Banner of the Stars II,8,765,20225,116,530,13721,408,258,5308,10
398,Unknown,8,1015,15563,52,382,10702,200,134,4145,2
399,Unknown,7,2542,2978,2,66,1673,53,75,1111,1
400,Outlaw Star,6,714,125411,2134,6145,65883,5234,3074,45075,24
401,Samurai X:Reflection,8,542,71296,400,1029,55197,673,420,13977,2
402,Unknown,9,6006,1501,1,38,810,31,40,582,1
403,Unknown,6,5297,27191,43,1113,17078,789,1164,7047,12
404,Bastard!!,6,4679,29202,133,869,18022,738,1026,8547,6
405,Blood:The Last Vampire,9,3984,92672,242,1220,70311,640,550,19951,1
406,Unknown,9,5558,12576,13,413,7603,396,771,3393,13
407,Detective School Q,8,906,28305,238,1325,14895,1563,1186,9336,45
408,Final Fantasy VII:Last Order,6,2216,60056,151,522,50105,306,177,8946,1
411,Gun x Sword,7,2441,65323,327,3096,35795,3565,3586,19281,26
412,He is My Master,8,5600,69569,139,2336,44737,2743,4592,15161,12
413,Mars of Destruction,8,11058,52059,278,643,41464,253,845,8854,1
415,My Neighbors the Yamadas,7,2811,33789,79,489,23117,398,374,9411,1
416,Porco Rosso,8,564,166615,1350,1720,135717,865,480,27833,1
417,Ragnarok the Animation,7,6033,42946,120,1530,27148,1745,3412,9111,26
418,"Ranma ½:Big Trouble in Nekonron, China",7,2519,18206,21,204,14906,171,105,2820,1
419,Samurai Deeper Kyo,7,3924,49129,212,2009,29111,2646,3279,12084,26
420,Spriggan,7,5022,20495,42,384,13805,198,167,5941,1
421,Unknown,8,5070,9787,27,352,5062,394,496,3483,13
422,Unknown,9,4737,2935,2,79,1849,62,53,892,2
423,Unknown,1,4219,3217,2,109,1968,102,87,951,6
424,Dirty Pair,3,2840,21621,156,1581,5783,1146,750,12361,24
425,Araiso Private High School Student Council Executive Committee,5,6235,5882,10,120,3808,82,136,1736,2
426,Legend of the Crystals:Final Fantasy,7,7690,13412,25,281,7766,352,427,4586,4
427,Kaleido Star,9,619,69324,1396,3155,37075,4091,3740,21263,51
428,Kaleido Star:New Wings Extra Stage,2,1521,12466,24,171,9735,99,86,2375,1
429,Kaleido Star:Legend of Phoenix - The Layla Hamilton Story,4,702,12569,39,195,9277,110,116,2871,1
430,Fullmetal Alchemist:The Movie - Conqueror of Shamballa,6,1361,279946,704,2361,245283,1253,776,30273,1
431,Howl's Moving Castle,8,51,847414,17845,8733,754791,2283,947,80660,1
432,Iria:Zeiram The Animation,10,3358,18690,95,808,9686,495,375,7326,6
433,The Place Promised in Our Early Days,8,1393,177428,726,4337,98242,2083,1145,71621,1
434,Legend of Lemnear,7,9553,5874,2,141,3726,75,75,1857,1
435,Magic Knight Rayearth,9,1700,53357,540,2232,30690,2417,2191,15827,20
437,Perfect Blue,7,112,393287,9942,7418,256041,2456,1015,126357,1
438,Phantom:The Animation,1,5695,12405,19,327,7201,229,276,4372,3
439,RG Veda,3,7600,7092,15,166,4139,153,133,2501,2
440,Revolutionary Girl Utena,5,306,156522,6311,12203,52178,9857,5351,76933,39
441,Revolutionary Girl Utena:The Adolescence of Utena,7,1279,38902,482,609,26623,379,269,11022,1
442,Naruto the Movie:Ninja Clash in the Land of Snow,9,3203,215046,303,1551,202775,589,476,9655,1
443,Unknown,2,2262,42389,61,467,36934,266,179,4543,1
444,Maria Watches Over Us:Printemps,4,1082,22423,79,728,14293,549,519,6334,13
445,Tales of Eternia,6,7283,15127,12,488,7653,568,677,5741,13
446,Knight Hunters Eternity,8,5458,8883,27,248,4593,330,452,3260,13
447,Knight Hunters,10,4749,16526,171,584,8247,943,1360,5392,25
448,Tenjho Tenge:The Ultimate Fight,6,3423,37848,41,606,29997,357,219,6669,2
449,InuYasha the Movie 4:Fire on the Mystic Island,7,1462,75376,221,810,63504,497,251,10314,1
450,InuYasha the Movie 2:The Castle Beyond the Looking Glass,9,1128,84016,303,856,72597,489,252,9822,1
451,InuYasha the Movie 3:Swords of an Honorable Ruler,7,828,80752,243,960,68332,502,288,10670,1
452,InuYasha the Movie:Affections Touching Across Time,6,1388,81098,186,785,70124,458,220,9511,1
454,.hack//Gift,9,7522,19087,25,235,13874,224,318,4436,1
455,Fantastic Children,10,1414,27307,272,1183,7802,1278,1152,15892,26
456,Best Student Council,7,3844,16907,63,814,7361,929,1132,6671,26
457,Mushi-Shi,8,45,620736,23066,55482,235371,42786,20017,267080,26
458,I Dream of Mimi,8,7141,6894,11,237,3945,152,178,2382,3
459,Unknown,1,3182,82437,284,1081,72673,408,357,7918,1
460,One Piece:Clockwork Island Adventure,3,2874,65116,27,609,57933,329,221,6024,1
461,One Piece:Chopper Kingdom of Strange Animal Island,5,3657,59268,21,519,52112,320,244,6073,1
462,One Piece:Dead End,7,1292,70665,56,774,61212,386,259,8034,1
463,One Piece:The Curse of the Sacred Sword,9,2624,57513,23,540,50240,355,237,6141,1
464,One Piece:Baron Omatsuri and the Secret Island,2,1033,66385,211,644,56748,400,285,8308,1
465,Unknown,4,2438,52400,18,479,44765,356,226,6574,1
466,One Piece:Defeat the Pirate Ganzack!,6,4638,26565,9,317,21178,266,208,4596,1
467,Ghost in the Shell:Stand Alone Complex,8,123,326394,8128,17464,170891,16008,8338,113693,26
468,Ghost in the Shell 2:Innocence,10,792,133679,873,1753,98216,1031,475,32204,1
469,Karin,6,2900,153848,868,5331,108195,4994,6960,28368,24
470,My Wife is a High School Girl,7,6686,22526,40,1167,11579,779,1291,7710,13
471,To Heart 2,7,5782,18154,37,761,8472,666,749,7506,13
472,To Heart,7,5397,22561,43,893,10962,895,1167,8644,13
473,Unknown,7,5108,6422,10,256,3382,272,333,2179,12
474,Unknown,8,983,37754,386,972,23744,564,388,12086,4
475,Unknown,7,3903,5402,9,108,2358,86,56,2794,1
476,Skating Rink Kaleidoscope,8,2151,42904,172,1378,26890,1415,1509,11712,12
477,Aria the Animation,7,1051,127878,1891,6842,46214,6841,5312,62669,13
478,Aquarion,7,3150,66799,348,2964,36694,2516,3405,21220,26
479,The Law of Ueki,7,910,97521,879,5228,51123,4790,4889,31491,51
481,Yu-Gi-Oh!,8,1668,292991,3848,18208,224794,16904,17953,15132,224
482,Yu-Gi-Oh! GX,8,2966,162129,1340,8966,119800,9729,13206,10428,180
483,Unknown,8,2132,26256,133,1352,8114,1485,1254,14051,24
484,Saiyuki:Requiem,1,2124,8561,23,140,5723,135,102,2461,1
485,Unknown,3,2368,9986,58,379,6243,452,567,2345,26
486,Kino's Journey,5,192,223758,5866,12248,86441,8585,5067,111417,13
487,Girls Bravo:Second Season,7,5005,78842,152,1934,60027,1560,1890,13431,13
488,Strawberry Marshmallow,9,1127,71069,756,3121,34913,2360,1960,28715,12
489,Kamichu!,2,1902,50675,229,2144,18722,2379,2286,25144,12
490,Pani Poni Dash!,4,1721,53721,400,3156,21246,4288,4245,20786,26
492,Unknown,6,4179,15457,21,259,12003,156,115,2924,1
493,Unknown,8,3267,12414,34,200,9448,121,124,2521,1
495,Sorcerer Hunters,10,4842,17085,43,986,7167,955,1136,6841,26
496,Unknown,8,5261,5299,12,136,2282,75,85,2721,1
497,"Yamibo:Darkness, The Hat and the Travelers of the Books",7,5512,25315,105,1134,11586,1092,1526,9977,13
498,Great Planet Evil-Destroyer Dangaio,8,7667,5079,6,190,2256,138,121,2374,3
499,Demon City Shinjuku,7,7546,14957,36,386,8938,181,132,5320,1
501,Unknown,7,2078,16163,163,619,11608,639,1035,2262,26
502,Dragon Ball:Curse of the Blood Rubies,8,4324,51715,41,413,46030,270,244,4758,1
503,The Eternal Aseria,7,9653,4041,4,150,1851,128,168,1744,2
504,Fatal Fury:The Motion Picture,8,5424,10705,41,191,8522,91,75,1826,1
505,Unknown,8,2495,9084,90,548,4050,620,667,3199,51
506,Unknown,8,2168,7182,41,311,2790,326,373,3382,23
507,Unknown,8,3784,28575,107,294,23789,214,318,3960,2
508,Hamtaro,1,3758,46407,239,1810,24527,3994,9812,6264,296
509,I My Me! Strawberry Eggs,3,4416,33300,102,914,23157,944,1430,6855,13
510,Kakyusei 2,5,8559,5069,7,277,1718,230,285,2559,13
511,Moeyo Ken TV,7,7408,4887,2,242,2134,228,334,1949,13
512,Kiki's Delivery Service,9,271,377814,3695,3931,323535,1498,512,48338,1
513,Castle in the Sky,2,220,335428,3090,3702,279056,1516,633,50521,1
514,Le Portrait de Petit Cossette,4,4238,59463,378,1827,31015,1603,1887,23131,3
515,Legend of Crystania:The Motion Picture,6,7989,4391,6,118,2509,78,84,1602,1
516,Sgt. Frog,8,1030,59646,1061,7200,20350,10231,8722,13143,358
517,Unknown,10,914,52587,130,679,42272,502,311,8823,2
518,Magical Princess Minky Momo,8,4716,5625,20,301,1871,322,346,2785,63
519,Unknown,8,2162,22090,103,926,12201,872,962,7129,26
520,Unknown,8,2137,8609,31,130,5666,117,79,2617,1
521,Mermaid Melody:Pichi Pichi Pitch,8,3499,59222,850,2294,42456,2485,3990,7997,52
522,Unknown,1,1455,78587,499,1477,46558,719,470,29363,1
523,My Neighbor Totoro,3,220,721786,6751,7968,620070,2444,1109,90195,1
524,Unknown,5,3477,27381,11,272,23281,218,129,3481,1
525,Otogi Zoshi:The Legend of Magatama,7,3711,15131,45,801,4203,876,940,8311,26
526,Please Save My Earth,9,2898,13536,108,442,5705,340,322,6727,6
527,Pokémon,2,2144,464779,4940,30707,339007,28608,47875,18582,276
528,Pokemon:The First Movie,4,1184,195228,336,1061,190089,246,283,3549,1
529,"She, The Ultimate Weapon",6,2866,83111,563,3027,40458,3172,3764,32690,13
